id,text,label,sa,counter1,conter2,counter3,counter4,counter5
74,"_TWITTER-ENTITY_ we wouldn't even make it in time
",0,1,_TWITTER-ENTITY_ we ain't even gon' make it on time,_TWITTER-ENTITY_ we ain't even gon make it in time.,_TWITTER-ENTITY_ we ain't even gon make it on time,_TWITTER-ENTITY_ we ain't even gon make it in time,_TWITTER-ENTITY_ we wouldn't even get there in time
75,"college letters for the rest of the night
",1,1,"college letters for the rest of the night
Translated: College letters all night long.","college letters for the rest of the night
- finna be readin' college letters all night long",finna be workin' on college letters all night long,"college letters for the rest of the night
Translation: College letters for the rest of the evening.","college letters for the rest of the night
Translation: Finna be on these college letters all night."
76,"Wearing sweatpants to school was my best idea all day . Now home to lay in bed
",1,1,Rockin' sweats to school was the dopest move I made all day. Finna head home and chill in bed.,Rockin' sweatpants to school was the flyest move I made today. Now it's time to head home and chill in bed.,"Rockin' sweats to school was the smartest move I made all day. Now, finna head home and lounge in bed.",Rockin' sweatpants to school was the tightest move all day. Now back to the crib to chill in bed.,"Rockin' sweats to school was the smartest move I made all day. Now, time to chill in the crib."
77,"I basically just described my perfect girl in that #YoureMoreAttractiveIf rant
",1,1,I basically just broke down my ideal girl in that #YoureMoreAttractiveIf tirade,I basically just spelled out my ideal girl in that #YoureMoreAttractiveIf rant.,I basically just detailed my dream girl in that #YoureMoreAttractiveIf discussion.,I essentially just broke down my ideal girl in that #YoureMoreAttractiveIf rant,I basically just laid out my ideal shawty in that #YoureMoreAttractiveIf spiel.
78,"I banged the shit out of my right ankle today #thestruggleisreal
",0,1,I banged up my right ankle real bad today #thestruggleisreal,I messed up my right ankle somethin' fierce today #thestruggleisreal,I messed up my right ankle real bad today #thestruggleisreal,I busted my right ankle real bad today #thestruggleisreal,I messed up my right ankle somethin’ fierce today #thestruggleisreal
79,"My bed broke , can I sleep with you ?
",1,1,"My bed done broke, can I crash wit you?","My bed done broke, can I bunk with you?","My bed done broke, can I crash with you?","My bed broke, can I kick it wit' you?","My bed broke, can I sleep wit you?"
80,"I can't believe I'm not doing anything tonight ..
",0,1,Can't believe I ain't doin' nothin' tonight...,Can't believe I ain't doin' nothin' tonight...,Can't believe I ain't doin' nothin' tonight...,Can't believe I ain't doin' nothin' tonight...,Can't believe I ain't got nothin' goin' on tonight...
81,"_TWITTER-ENTITY_ it's okay lady
",1,1,_TWITTER-ENTITY_ it's aight ma'am,_TWITTER-ENTITY_ it's aight ma,_TWITTER-ENTITY_ it's aight girl,"_TWITTER-ENTITY_ it's alright, ma'am",_TWITTER-ENTITY_ it's aight ma'am
82,"_TWITTER-ENTITY_ _TWITTER-ENTITY_ okay okay sorry kent
",1,1,_TWITTER-ENTITY_ _TWITTER-ENTITY_ aight aight my bad kent,_TWITTER-ENTITY_ _TWITTER-ENTITY_ aight aight my bad kent,_TWITTER-ENTITY_ _TWITTER-ENTITY_ aight aight my bad kent,_TWITTER-ENTITY_ _TWITTER-ENTITY_ aight aight my bad Kent,_TWITTER-ENTITY_ _TWITTER-ENTITY_ aight aight my bad Kent
83,"_TWITTER-ENTITY_ and I's conversation in the locker room today . >>>>>
",1,1,Me and _TWITTER-ENTITY_ convo in the locker room today. >>>>>,Me and _TWITTER-ENTITY_ was choppin' it up in the locker room today.,Me and _TWITTER-ENTITY_ convo in the locker room today. >>>>>,Me an _TWITTER-ENTITY_ choppin' it up in the locker room today. >>>>>,Convo me and _TWITTER-ENTITY_ had in the locker room today. >>>>>
84,"\who's gonna fool around with you with feet smelling like that ? you don't want him to think it's your pootang when it's your feet "" ""
",1,1,"""Who finna play with you having feet smellin' like that? You ain't want him thinkin' it's your coochie when it's your feet.""","""Who goin' play around with you when your feet smell like that? You don't want him thinkin' it's your honey pot when it's really your feet.""","""Who tryna mess with you when your feet stankin like that? You don't want him thinkin' it's your kitty smellin' that way when it's really your feet.""","""Who gon' play wit' you when your feet smellin' like that? You ain't want him thinkin' it's your kitty when it's really your feet.""","""Who gon' play with you when your feet smellin' like that? You don't want him thinkin' it's your coochie when it's really your feet."""
85,"I hate thunder storms
",0,1,I ain't feelin' them thunder storms.,I can't stand thunder storms.,I can't stand thunder storms.,I can't stand thunderstorms.,I ain't vibin' with these thunderstorms.
86,"_TWITTER-ENTITY_ awe love you nick you probably can't see that emoji but its a kissy face . Haha
",1,1,"_TWITTER-ENTITY_ Lawd, love ya Nick. You might not see that emoji but it's a smoochin' face. Haha.","_TWITTER-ENTITY_ got mad love for ya Nick, you prolly can't see that emoji but it's a kissy face. Haha","_TWITTER-ENTITY_ awe love ya Nick, you probably can't see that emoji but it's a kissy face. Haha","Ayyy, love you Nick, you probably can't see that emoji but it's a kissy face. Haha.","_TWITTER-ENTITY_ aww love ya Nick, you probly can't see that emoji but it's a kissy face. Haha"
87,"Lays chips & ketchup #yeahimdifferent
",1,1,Lays chips & ketchup #ionbelikeeverybodyelse,Lays chips & ketchup #yeahimdifferent,Lays chips & ketchup #yeahImdifferent,Lays chips & ketchup #yupimdifferent,Lays chips & ketchup #yeahimunique
88,"My iPhone battery is at 65% and I've been up for an hour
",0,1,My iPhone battery at 65% and I been awake for an hour.,My iPhone battery at 65% and I been woke for an hour.,My iPhone battery at 65% and I been woke for an hour.,My iPhone battery at 65% and I been up for an hour.,My iPhone battery at 65% and I been up for an hour.
89,"I hope everyone had a good night âºï¸âï¸
",1,1,Hope y'all had a good night 😊✌️,Hope y'all had a good night. Peace out.,Hope y'all had a good night 😊✌🏾,Hope y'all had a good night 😊✌️,Hope y'all had a good night 😊✌️
90,"_TWITTER-ENTITY_ I'm bumpin ' that shit right now . Lol I get so hype when I listen to it
",1,1,"_TWITTER-ENTITY_ I'm playin' dat track right now. Lol, I get so amped when I listen to it.",_TWITTER-ENTITY_ I'm blastin' dat right now. Lol I get so turnt when I vibe to it.,_TWITTER-ENTITY_ I be bumpin' that right now. Naw I get all hype when I be listenin' to it.,"_TWITTER-ENTITY_ I'm vibin' to that right now. Lol, I get so turnt every time I listen to it.",_TWITTER-ENTITY_ I'm vibin' to dat right now. Lol I be gettin' all hyped up when I bump dat.
91,"#Whenaguytalkstome , I'm that girl who instantly thinks he's imagining me naked , when he actually just wants me to write his paper ...
",0,1,"#Whenaguytalkstome, I'm that chick who quick to think he picturin' me without no clothes, when all he really want is for me to do his paper...","#Whenadudetalkstome, I be that chick who right off the bat think he picturin' me without no clothes on, when all homie really want is for me to pen his paper...","#Whenadudetalkstome, I'm that chick who straight away think he picturin' me in my birthday suit, when he really just want me to scribble down his paper...","#Whenaguytalkstome, I'm that chick who quick to think he picturin' me without clothes, when he really just want me to pen down his paper...","#Whenaboytalkstome, I'm that shawty who straight up think he picturin' me in my birthday suit, when all he really want is for me to write his paper..."
92,"Why are otter boxes like $35 #needanewone
",0,1,Why otter boxes gotta be like $35 #needanewone,Why otter boxes gotta be like $35 #needanewone,Why otter boxes gotta cost like $35 #needanewone,Why otter boxes cost like $35 #needanewone,"Why otter boxes gotta be like $35 #needanewone
"
93,"Wish I had my old twitter back ....
",0,1,Wish I had my old twitter back ....,"Wish I had my old twitter back.... 

Translation: Wish I had my old twitter back, for real....",Wish I had my old twitter back doe...,"Wish I had my old Twitter back, fo'real...","Wish I had my old twitter back, man..."
94,"Ugh I am so happy right now late night phone callsâ¤ï¸ he makes me happyâºï¸
",1,1,"Ugh, I'm feelin' so good right now, late night phone calls❤️ he be bringin' all the joy☺️","Ugh I'm so happy right now, late night phone calls❤️ He make me happy☺️","Ugh I'm so geeked right now, late night phone calls 🖤 he got me feelin' all good ☺️","Ugh, I'm mad happy right now. Late night phone calls❤️ He be making me happy☺️.","Ugh I'm so happy right now, late night phone calls❤️ he make me happy😊"
95,"_TWITTER-ENTITY_ #dead lmao
",1,0,_TWITTER-ENTITY_ is dead from laughter.,"_TWITTER-ENTITY_ is hilarious, I'm dying of laughter.","_TWITTER-ENTITY_ is so hilarious, I'm dying of laughter.",This individual is laughing so hard that they could die.,"_TWITTER-ENTITY_ is deceased, I am laughing so hard."
96,"Watch This Bitch Going Be Up , in The Morning Extra Early Wanting To Go To The Mall
",0,0,"Observe how this woman will wake up very early in the morning, wanting to go to the mall.","Observe, this individual will likely be awake unusually early in the morning, eager to go to the mall.","Observe, this person will probably be awake extremely early in the morning, eager to go to the mall.",Watch this person; they will probably wake up extra early in the morning wanting to go to the mall.,"Watch, this girl is likely going to wake up extra early in the morning and want to go to the mall."
97,"_TWITTER-ENTITY_ Carrie really dug the hell out of it . Obviously if you guys need crash space , we gotcha
",1,1,"Carrie really loved it a lot. Obvious, if y'all need a place to crash, we gotchu.","_TWITTER-ENTITY_ Carrie really feelin' it like crazy. On the real, if y'all need a place to crash, we gotchu.","Carrie really vibed with it heavy. Obviously if y'all need a place to crash, we gotchu.","Carrie straight up loved it. If y'all need a spot to crash, we gotchu.","_TWITTER-ENTITY_ Carrie really vibed hard with it. Clearly, if y'all need a place to crash, we got you."
98,"_TWITTER-ENTITY_ I'm always here Maddie
",1,1,_TWITTER-ENTITY_ I'm always here for ya Maddie,"_TWITTER-ENTITY_ I'm always here, Maddie","_TWITTER-ENTITY_ I'm always here Maddie
",_TWITTER-ENTITY_ I'm always here for ya Maddie.,_TWITTER-ENTITY_ I'm always here Maddie
99,"Me and _TWITTER-ENTITY_ are definelty food happy right now
",1,1,Me and _TWITTER-ENTITY_ sho' nuff grubbin' right now.,Me and _TWITTER-ENTITY_ for sure grubbin' happy right now.,Me and _TWITTER-ENTITY_ for sure grubbin' happy right now.,Me and _TWITTER-ENTITY_ definitely chowin' down and feelin' good right now.,Me and _TWITTER-ENTITY_ definitely food happy right now
100,"_TWITTER-ENTITY_ _TWITTER-ENTITY_ _TWITTER-ENTITY_ _TWITTER-ENTITY_ _TWITTER-ENTITY_ _TWITTER-ENTITY_ merry Christmas guys
",1,1,_TWITTER-ENTITY_ _TWITTER-ENTITY_ _TWITTER-ENTITY_ _TWITTER-ENTITY_ _TWITTER-ENTITY_ _TWITTER-ENTITY_ Merry Christmas y'all.,"_TWITTER-ENTITY_ _TWITTER-ENTITY_ _TWITTER-ENTITY_ _TWITTER-ENTITY_ _TWITTER-ENTITY_ _TWITTER-ENTITY_ Merry Christmas, y'all",@_TWITTER-ENTITY_ @_TWITTER-ENTITY_ @_TWITTER-ENTITY_ @_TWITTER-ENTITY_ @_TWITTER-ENTITY_ @_TWITTER-ENTITY_ Merry Christmas y'all,_TWITTER-ENTITY_ _TWITTER-ENTITY_ _TWITTER-ENTITY_ _TWITTER-ENTITY_ _TWITTER-ENTITY_ _TWITTER-ENTITY_ Merry Christmas y'all,@user @user @user @user @user @user Merry Christmas y'all
101,"I just slept for almost 12 glorious hours . It was a piece of heaven .
",1,1,"I just caught me 'bout 12 good hours of sleep. That was straight-up paradise, for real.",I just caught almost 12 blessed hours of sleep. Felt like a slice of heaven.,I just slept for almost 12 blessed hours. It was pure bliss.,"I just caught me a good 12 hours of sleep, ya'll. Felt like I was straight up in heaven.",I just knocked out for bout 12 bomb hours. Felt like a lil slice of heaven.
102,"So happy I get to see my bbb tonight
",1,1,So happy I get to see my boo tonight,So happy I get to see my bae tonight.,So happy I get to see my boo tonight,So happy I get to see my boo tonight.,So happy I get to see my boo tonight.
103,"_TWITTER-ENTITY_ thank you . Hope you had/having fun
",1,0,"_TWITTER-ENTITY_, thank you. I hope you had/are having fun.","[Twitter entity], thank you. I hope you had or are having fun.",_TWITTER-ENTITY_ thank you. I hope you had/are having fun.,"_TWITTER-ENTITY_, thank you. I hope you're having a good time.","@TwitterEntity, thank you. I hope you had or are having fun."
104,"_TWITTER-ENTITY_ No wayyy
",1,1,_TWITTER-ENTITY_ Nawww man,"Nahhhh, ain't no way.","Nahhh, ain't no way.",_TWITTER-ENTITY_ Ain't no wayyy,_TWITTER-ENTITY_ Ain't no wayyy
105,"Do you have a library card because I'm checking you out _TWITTER-ENTITY_
",1,1,You got a library card cuz I'm scopin' you out _TWITTER-ENTITY_,You got a library card cause I'm checkin' you out _TWITTER-ENTITY_,You got a library card? Cause I'm checkin' you out _TWITTER-ENTITY_,You got a library card? 'Cause I'm scoping you out _TWITTER-ENTITY_,You got a library card? Cause I'm checkin' you out _TWITTER-ENTITY_
106,"_TWITTER-ENTITY_ hahaha I mean you're sick I'll give ya a break and I know we would !!
",1,1,"_TWITTER-ENTITY_ hahaha I feel ya, you ill and all so I ain't gonna come at ya, and ya know we would!","_TWITTER-ENTITY_ hahaha I mean you ain't feelin' good, I'll cut you some slack and I know we would !!","_TWITTER-ENTITY_ hahaha I mean you ill, I'll cut ya some slack and I know we would !!","_TWITTER-ENTITY_ hahaha I mean you feelin' bad, I'll cut you some slack and I know we would, fr !!","_TWITTER-ENTITY_ haha I feel ya, you ain't well, I'll cut you some slack and I know we got this!"
107,"_TWITTER-ENTITY_ _TWITTER-ENTITY_ _TWITTER-ENTITY_ out of everything in the world . You call me that ?
",0,1,_TWITTER-ENTITY_ _TWITTER-ENTITY_ _TWITTER-ENTITY_ outta everything in the world. You really gonna call me that?,_TWITTER-ENTITY_ _TWITTER-ENTITY_ _TWITTER-ENTITY_ out of all the things in the world. You callin' me that?,_TWITTER-ENTITY_ _TWITTER-ENTITY_ _TWITTER-ENTITY_ outta everything in the world. You gonna call me that?,"_TWITTER-ENTITY_ _TWITTER-ENTITY_ _TWITTER-ENTITY_ out of all thangs in this world, you really gonna label me like that?","_TWITTER-ENTITY_ _TWITTER-ENTITY_ _TWITTER-ENTITY_ outta all things in the world, you gon' call me that?"
108,"_TWITTER-ENTITY_ too funny oh my god
",1,1,_TWITTER-ENTITY_ too hilarious oh lawd,_TWITTER-ENTITY_ too hilarious lawd have mercy,_TWITTER-ENTITY_ too hilarious oh lawd,_TWITTER-ENTITY_ too hilarious lawd have mercy,_TWITTER-ENTITY_ too hilarious oh lawd
109,"_TWITTER-ENTITY_ lol well thank ya Colton
",1,1,_TWITTER-ENTITY_ lol well thank ya Colton,_TWITTER-ENTITY_ lol well thanks Colton,_TWITTER-ENTITY_ lol well thank ya Colton,_TWITTER-ENTITY_ lol well thanx Colton,_TWITTER-ENTITY_ lol well thank ya Colton
